This row is not needed,
Gene X,Gene Y
2.66861441595728,41.6000850136508
40.8354691022248,51.5323511490639
29.1430185759268,44.4597894367681
36.3542317488187,51.7181849337318
43.4453709107515,55.9692309022871
14.7585921328019,52.2183478549053
28.7206627591953,58.7403492844675
18.6418152164572,48.7692606302814
0.987885817712425,49.3456295304324
32.2971988645893,35.3419156884191
32.3122388310824,43.6331730844376
25.9850662755086,50.3969601038313
7.22299796754822,53.1117781424534
32.8418119772498,46.8429447834165
23.7296564428952,50.2207766378268
38.4560802622708,45.3708043725873
28.4793990580578,53.8580254635182
14.7144478457939,59.0161534671288
40.4961088502551,49.6732288237624
49.4893909819947,56.850696686484
9.06700325369791,57.4305989674719
23.3209295383712,52.7884175584238
37.7376146823712,49.1441362006487
46.8806313306202,43.4608771701422
29.4808479645039,51.644222830324
20.8283586720959,44.8473885964197
18.4538400217593,45.2293687568647
6.00569522304364,50.1194558799219
42.3488503607748,50.5910006382809
43.4678270906124,52.8039894322021
26.0058312056681,54.3876246872413
17.7846374322828,42.13027967336
22.8819531417864,46.9038559440231
25.1858687810908,50.4487014343735
21.9291515256964,48.3825370300835
11.8958953407281,46.6326920650989
47.7808580271101,41.790713824273
44.3332251167482,55.9495239702636
44.8970380631896,49.1082928397591
12.389339809282,45.7121549663376
9.78617260260671,45.6893488797758
7.8178741018685,47.8990460067705
4.33452025852323,49.6078292613301
35.2471136880252,50.2356519577963
42.9843671008128,58.670319863113
42.6719603689828,46.9452452036314
30.3520828524462,49.086090738204
37.7888206045815,47.1942845976508
4.34709496706638,47.8666305176231
40.2165274455326,52.8295685633727
20.6764212983079,46.8118493481612
24.7980736142166,50.2341683448654
25.0993651860797,57.639265497014
3.75344145313436,56.9777529857512
19.3736190866093,59.7254976351657
30.614781577083,49.8953533661277
38.9981264207695,52.6334555256489
46.0198773623618,52.9141517811362
0.778480292292671,48.2662661524525
21.1947759617239,49.2646087683152
45.4972560566704,52.3397848415786
32.9978809437135,48.7538544304192
16.5070163823457,59.1935709155922
32.9996529568102,53.5719045458716
15.0196388305195,43.3109556873862
16.4899365742656,50.7299509268422
37.4040035448331,42.6115258012493
49.0013008701374,50.1035941345076
20.8457832428847,37.7085534322249
12.3550368112119,47.4489649714451
7.63342570223945,52.481087368157
12.9529856637592,51.4931489786506
13.8163374182925,42.7300616623809
49.9313133204625,42.2993555965404
13.1550926948795,57.2928965333286
20.4208566861059,45.9695468455793
47.9683299986581,47.3141072634838
41.4026610559278,58.8920185667641
10.8558208384842,48.8379263311946
17.4342047533902,43.8780668469652
38.650454903459,44.5485423684793
34.0232178129308,53.2072228582848
41.5974170937323,55.47030882189
31.8337583243299,42.0535816446381
11.4010442406002,48.900609274405
21.8330972152122,46.3057811589963
8.07407105628294,65.0078057118275
27.3912847157678,44.9850650305785
16.7395622394993,53.3432677052032
7.95542573398056,44.7547309429809
10.2365541264893,47.448492753686
9.74201030289719,58.4449644468286
14.5446029364947,45.4473714030463
18.08203757094,50.4694066791324
7.34974079406707,51.6209746750323
1.96646503545055,48.3443219270119
13.3847490361614,52.0141235827008
45.5847350043437,46.1545290552042
13.487025378817,45.9643294599127
13.1142036295389,54.3527357832054
21.8854127212565,42.3829272426603
14.0544868249082,57.0295254603786
26.095706595516,51.2156003533885
38.7260569312584,58.6699461272408
20.7826277438361,46.2383418661037
40.724383723435,48.1048616235349
36.5637615343575,54.1406512818045
12.8123982025978,51.5703266165816
12.0023231249158,48.5568561434713
34.2831450978833,41.3701288054629
26.0176604974803,49.2894272600153
48.1090030280843,55.0395275115693
34.5586358020558,47.9366302043098
4.71628450957755,52.5127223380591
32.253688801944,43.5631812593587
41.4076759254479,58.6496208561717
7.57098215584376,47.4461024027651
36.1682513933772,52.8724929845634
4.60089897500229,41.9489710078207
26.0146841133822,49.9588719294424
33.9711177565162,45.5246318631196
11.5946763605836,50.7456769588806
29.1877531429755,48.3812990802059
42.3156041635003,57.4906273729384
41.6478745647478,49.6867288602625
6.65890933218483,53.4929310368424
37.9969082929551,43.4346972130073
31.7096158000103,40.1599703388032
24.2349159786278,53.9274313719947
22.3227823644567,49.6081043708163
26.2537846078684,48.1070420306908
34.4250608889701,49.8078678597104
32.2408401320089,41.77734505231
19.7197935618667,48.361565825298
4.43457535114347,48.4354474459383
26.3055065185438,47.1633029477153
7.34937018242274,41.5774034458648
29.2543224950443,47.0252679620266
43.7842148401091,45.3619311857551
9.55329056034624,54.7364880511358
3.35743317676454,50.3012570684863
33.4194035520909,44.0198161368237
17.4106356544079,49.537474596025
30.4519155101768,48.141487259788
40.0680239057873,50.5082455981939
10.9166570573438,45.6162976128679
13.9029141041578,44.9762181540972
47.517728785869,52.1777060330083
37.1266653261778,51.692710379371
30.6105194716253,49.3749020639488
43.6956819001076,61.8142855801459
46.5417009085141,55.3115361856896
42.2448819889301,53.0090763526516
12.3156538851693,53.0774794413284
25.8478985022446,46.6800855318722
22.7624868804019,51.3373540322323
47.3075165955374,50.6242192151142
25.4979795140302,44.5673834788258
23.3615279471916,48.3050544193437
11.8301878180599,41.5071622266007
49.7430434743695,53.1760134829227
14.2755991416366,49.6411146883114
4.81143510577956,46.7876955303099
33.4959739137678,51.1693989240827
45.1782141763102,50.0305419001611
13.2443048171434,55.0113133114741
37.4112427081615,53.7624507031747
48.5966853896139,55.9698674977221
7.74345425177934,48.8412168170777
1.06646166846782,49.6118052153846
9.84109485748173,51.8407286025864
24.5990704458585,51.0948487102096
13.8144051378249,49.2697970961292
5.81083542586111,54.2279571446896
7.56496374281841,61.1624355291148
33.2843672314237,48.0808534477186
44.6135047326984,52.2269581428578
22.6685983153979,38.7062231786698
30.2104701382185,53.7763410119757
34.4165178637626,53.2290369853823
18.9052915478744,51.4405881841836
17.3083136522561,53.0842021574338
20.7303972981618,48.8992527409142
15.7152512305087,49.7582220603267
7.52662639465901,52.1843010556266
10.638567458702,49.9085935053592
30.4101602748424,48.0015047333151
0.97635523487935,45.1892246980484
34.479110817928,53.1088600991175
27.0027260102305,43.9729822130096
44.792187088911,52.9337889745432
18.3772099913363,40.9388625144148
42.3203657704912,52.385316069229
29.4543363707249,51.6272484425058
36.5641723730423,51.5842848331472
28.9143483925446,42.4853414998347
27.3657987545863,53.0976010560545
0.333272671712354,39.2949658156443
42.0969698626413,52.8953184197204
21.1168121070301,54.9889135115102
46.0834062729011,56.0123605410422
44.2439502828635,47.3536614401164
31.7653181358669,51.0953174197237
21.8958570008376,49.8281216966911
25.8267232409459,47.8822997564363
33.5179871421062,47.1313806949742
16.7362339894976,49.5201760439562
1.6434129004997,48.1426975847541
47.9453163647013,52.7541786267279
42.2719711663726,46.7033515754761
30.9594349159221,46.5579055050976
4.93869528918247,37.9459683884406
34.6728626758702,46.6908028530015
2.99782066731274,51.2056507620112
35.6309416629245,45.9596572924797
19.0526836495692,53.6891404474587
24.8512328605485,56.1667649126089
21.2051432380197,47.8110210916962
47.6799856172362,47.8098039614289
15.5210425960117,53.3137929248227
14.3884201925237,45.6437909931294
47.6141399514835,42.5894290406869
4.1154149759617,50.5419142550824
7.93369718252504,48.7168673437207
13.6923505961612,51.5662895010634
49.1920480479891,46.0721819715012
18.8113896826779,43.0053644348176
7.9405497750049,46.8587976035935
6.6544888311969,50.5725933967636
27.0614452487051,46.2773676892447
24.1323239653811,57.0660501794129
31.5523627080988,57.2803503382353
43.3626652820715,63.2457287340963
16.6341327875275,50.1246389075609
46.9913260158047,50.9911605719662
48.8139671461037,48.0182827831973
14.9202932364453,48.8970264618657
0.870094033191809,59.349592023164
17.8555188209021,47.3944713388493
25.4544396223421,56.0555881714374
14.702040370557,52.1031882466761
48.2197362750913,47.0185583283308
27.1599074117497,50.097268355224
27.375742089035,46.5337440455091
36.3349194968522,44.5637737496834
10.7653810273738,49.0304434028515
22.1374191136486,53.3663977989531
35.3556146002634,45.6223563191197
7.08255571599574,58.2946123779959
7.66713380149232,48.7775671693628
9.50299183932926,49.3732204905609
0.197986800039535,49.2546698752896
7.09257236713308,44.2924972347582
39.7718928522244,47.9505877829468
14.2972432706503,49.7735698794869
28.058456539085,53.0630127291441
4.00442840117266,57.8620963954783
43.7648864252976,50.8687105108954
11.0784103663545,48.6243920963693
4.28269112695286,53.9346983547646
30.4069215991497,47.7517991110784
39.8916016211293,48.1360852473981
26.2835605651578,48.1870129609634
23.920189453177,42.2311228071032
49.5950878416866,54.3527303445571
7.81623442860502,41.5843729926514
37.3404828284239,42.1577412110181
46.1109343320574,55.736281176407
31.8487017319291,52.8798463923221
9.88810948746711,52.8393398397844
37.6555507217642,50.6212322061263
11.4606317252533,42.7754686208173
41.8374498892038,56.3741866173251
2.64550843486743,56.2855456921471
8.71144852542176,51.006188903648
9.26950789771597,55.4985843947601
9.09463909631521,50.9868982871859
30.4452903311815,47.5732140176448
27.086280639829,60.8520411764654
31.4818093269079,49.0288166204203
28.8611151162983,50.4398813429454
16.2507228627026,42.5518462596457
27.0374391630196,49.973934698482
47.9679277450334,45.7103351596269
23.6668777502659,57.9976596578096
3.68823118232235,41.6677843205152
33.9749609534339,50.3648100873472
15.4908791300922,50.5406310133792
37.3615118296662,48.7704966602601
49.4588767546111,56.1393351518143
22.6928198319461,46.0423825734037
4.70821862429106,46.0941203590558
0.541127503001981,44.941662950443
49.9811524316376,48.3074417395654
38.9245541399116,54.0666745269281
49.8372425352891,41.2405649265057
37.7668131157188,46.0587470199093
30.6603518370767,48.6973031933507
24.3400416645854,48.7190242805608
21.6111447108036,39.2814826822454
39.8434132000403,39.5185841750138
47.6096073279604,47.8243170158625
47.7263155447715,53.3619282892583
30.3502443322343,55.2727375692985
35.8781350478499,46.2835198168108
21.278212797658,56.9580090426274
30.7770001963433,52.597450204373
14.6028532797353,58.5368701712642
7.36717179047851,50.5123582851348
37.0387785418923,60.1157050962782
38.1234433483098,49.7882299663455
30.3550237247066,53.2808849217859
34.5307952253249,49.2084626783778
36.3739715513694,46.3080772892718
2.47716136589021,52.6172187030313
1.94577985170751,59.9735904085509
18.0353080599511,55.794998701749
27.5277221606772,46.9230971918263
30.4899650682075,50.9302288733775
7.01848444484869,46.4637310204016
37.0267035902226,49.5036736234234
29.834981347474,57.7641809921076
21.9447003254168,38.5259607555435
39.5283230831675,53.3382240095754
26.1968837298676,48.8165162798757
21.9706266664867,55.9571458582953
35.9375207488474,50.4716539330515
17.2878875336799,55.2715281640373
13.0461297565247,48.0936249751847
10.8481470818647,49.7224291420101
23.0591073939016,48.1505121131586
24.0297845525508,41.3146765416892
4.33860773943115,50.8201180195669
18.1173059109408,55.2702678115652
32.9712984408778,45.0663695248683
15.1005213571953,55.4176996817208
20.4736014132343,43.0882238220421
45.6953879447894,49.9669677793125
30.5169968143761,58.6403039755016
27.0775720322548,54.7389183742269
11.1741625660475,45.5531341516378
22.9236505142027,48.105676943617
10.1104225226575,54.1002204756123
48.2401131407965,47.1331940838611
22.5367956395991,50.0594952573489
13.4506589081975,46.8595462090704
49.0301180858013,46.4223256796807
4.9971490173216,50.9884168252435
30.9958772152632,50.4702193457537
49.5786990706588,53.0554113638354
26.1578342931138,50.3794637881055
16.5051347126402,46.8924586003472
8.08650169284067,49.1019804322833
11.8654100548771,52.8291174704811
47.9556810330921,50.987284444422
1.64830709625644,44.7415346377425
42.9963598834102,46.4138494197774
3.87397308951566,53.0867960557326
2.32147694712773,48.0595121603496
19.2732328807152,44.6524419116975
1.27297222290423,50.2420622883474
22.298027348962,47.7220633729729
14.4681795590223,47.0094132058844
28.4714722554461,48.5989635987212
11.3955839038441,46.0668110084569
25.3151401281255,43.5501229006346
7.60503189226182,44.95956020388
25.0540113543163,48.6808755319924
27.2942191637995,43.7393008384777
38.4209153622608,57.2844700607575
1.44798718819295,58.8541524492892
27.6054863348135,50.3984893435895
4.17910498921826,46.816716620817
4.99741198553886,45.5697933450053
32.4585774629838,44.7073985565969
34.3275123839801,44.4465548703309
11.3472806316669,47.8866803254327
34.9157651815849,41.9401212361018
24.968498750532,54.8519163551584
7.58943781536182,50.0791577391242
30.9838925262331,55.4963935709649
26.8954740633974,42.1280515657414
1.80658428239131,49.5356297484729
35.1159202099811,62.0885493680061
33.22918954554,53.7501651266087
1.95223144273984,43.8052179837355
46.9264928092771,56.6153867657909
11.2952331531535,44.4154002402827
23.5577008069446,50.526394803082
21.4272800074414,46.6313579806954
16.1310340067979,53.0779744374313
21.5155815018308,54.5177436938724
8.89310929730763,53.9998300255671
38.5791958851801,53.8142756506877
40.6798857738032,46.2847867248442
0.471630837496556,54.1161973522893
36.0885855417609,52.8817282155004
2.83580028921593,47.2729018401396
9.22722478309379,46.511859325312
41.0791468513429,46.3918319912745
34.0388591181796,48.406738121828
36.3391595176331,49.0777274867655
